_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,labels
2.903314452851191e-06,0.18841199576854706,0.20372922718524933,9.746999421622604e-05,0.031427014619112015,0.017125273123383522,9.279556252295151e-06,7.235695420604316e-07,1.9904831560779712e-07,0.1114109680056572,0.07852903008460999,0.027500087395310402,0.027347058057785034,0.02043328993022442,0.1043650358915329,0.13439428806304932,0.05097454413771629,0.29473644495010376,0.30360496044158936,0.6009945869445801,0.4570082724094391,0.00695042684674263,0.006305570714175701,2.46717481786618e-05,0.0017057321965694427,0.0021987883374094963,1.9731342035811394e-05,0.0002958834811579436,0.0026271576061844826,0.0003158007166348398,0.008995024487376213,0.011736107990145683,0.00897203292697668,0.005511306691914797,0.00019289767078589648,0.0002268360840389505,0.0034517874009907246,0.0016734899254515767,0.7879587411880493,0.0003217729099560529,0.01288220938295126,0.0011281665647402406,0.25139319896698,0.3113003373146057,3.282199031673372e-05,1.1111051207990386e-05,0.0018323210533708334,0.001037906389683485,0.001973070902749896,0.0028538110200315714,2.521361921026255e-06,6.497352842416149e-07,0
6.983656248849002e-07,0.001712820609100163,0.0016455581644549966,0.3941374123096466,0.21731626987457275,0.2348625808954239,5.549479737965157e-06,2.1461318056026357e-07,2.4700554490664217e-07,0.12284280359745026,0.0931277647614479,0.14878685772418976,0.16248762607574463,0.009885170497000217,0.26723867654800415,0.26139402389526367,0.01321959774941206,0.059320271015167236,0.050265002995729446,0.3763541877269745,0.16376154124736786,0.007541935425251722,0.006144285202026367,8.852026439853944e-06,0.003291928907856345,0.0046584270894527435,3.143558933516033e-05,0.0004908915143460035,0.003578736213967204,0.00224309298209846,0.0004740632721222937,0.0005207889480516315,0.0005801367806270719,0.006163956597447395,0.00012857188994530588,9.927363134920597e-05,0.020931558683514595,0.014796602539718151,0.1748625636100769,0.0007562368409708142,0.05680747330188751,0.008466520346701145,0.25607946515083313,0.029981644824147224,1.4967842616897542e-05,6.751024557161145e-06,0.00033031520433723927,0.00024994523846544325,4.450464257388376e-05,6.119805766502395e-05,2.2160729713505134e-06,2.337040996280848e-07,10
7.30120632397302e-07,0.027606302872300148,0.0115893529728055,0.0023011115845292807,0.1969584822654724,0.05199460685253143,0.0009603524231351912,3.870183320486831e-07,1.5010449772034917e-07,0.3476327955722809,0.4069279134273529,0.21966136991977692,0.24134215712547302,0.1919863522052765,0.03995410352945328,0.026929572224617004,0.18828816711902618,0.08227080851793289,0.05607973039150238,0.7607619166374207,0.5603609085083008,0.004594667814671993,0.000495749234687537,0.0018061581067740917,0.009069007821381092,0.5184539556503296,0.0018277931958436966,0.0007860598852857947,0.0232709888368845,0.07485156506299973,0.0018455558456480503,0.0025174864567816257,0.015220151282846928,0.0001230153429787606,0.5277695655822754,0.5048196315765381,0.005334910470992327,0.05157085880637169,0.0016966629773378372,0.0004017744795419276,0.0012907192576676607,0.0035631826613098383,0.0004976170021109283,0.012695735320448875,0.03867389261722565,0.10170090943574905,0.0033987530041486025,0.029757265001535416,0.0242172759026289,0.0720958411693573,4.035890469822334e-06,3.964471034123562e-06,11
3.9279669294955966e-07,0.00030386957223527133,0.000385756982723251,0.25304538011550903,0.678032398223877,0.6300702095031738,5.244496060186066e-05,2.7529956696525915e-06,2.631608140291064e-07,0.6153423190116882,0.6778674721717834,0.832231879234314,0.8313203454017639,0.03559388592839241,0.1521597057580948,0.13315658271312714,0.022245241329073906,0.0033114447724074125,0.0017526644514873624,0.42313361167907715,0.36590924859046936,0.000958534306846559,0.0003426542389206588,0.000210952217457816,0.003344327211380005,0.06378111988306046,0.0009877957636490464,0.0005889743333682418,0.00045957023394294083,0.0008313994039781392,0.006078075617551804,0.0042222244665026665,0.07114329189062119,0.0004152256587985903,0.035803526639938354,0.046443257480859756,0.002762485994026065,0.0016099034110084176,0.5242346525192261,0.002448675222694874,0.00447591207921505,0.001893120352178812,0.0031616087071597576,0.07013904303312302,7.840544276405126e-05,3.418551932554692e-05,0.0040560015477240086,0.0014519777614623308,0.0068869986571371555,0.008199007250368595,2.036157457041554e-05,1.4789959550398635e-06,12
4.882618668489158e-06,0.009108427911996841,0.006460385397076607,0.3803179860115051,0.31624338030815125,0.07114461064338684,9.32439070311375e-06,2.081345655824407e-06,2.6451576218278205e-07,0.4847296178340912,0.38998690247535706,0.2629396319389343,0.2411772608757019,0.04152170941233635,0.17617037892341614,0.17079204320907593,0.02051139809191227,0.10840212553739548,0.12458738684654236,0.2527058720588684,0.6386610269546509,0.0041000558994710445,0.0064108120277523994,1.8821763660525903e-05,0.0022952405270189047,0.24380218982696533,0.006066115107387304,0.006072215735912323,0.003510695416480303,0.00034374339156784117,0.006266421172767878,0.028662994503974915,0.005493177101016045,0.0005844621337018907,0.0025666668079793453,0.002596404869109392,0.005464890506118536,0.012997005134820938,0.010919133201241493,0.00024262555234599859,0.06526601314544678,0.01790804974734783,0.17100587487220764,0.17038054764270782,5.4311418352881446e-05,8.746103412704542e-05,2.949773806903977e-05,0.018984802067279816,0.004590659402310848,0.004915900994092226,7.454943329321395e-07,2.8705192107736366e-06,13
3.7302058899513213e-06,0.16097229719161987,0.15691544115543365,0.0011221293825656176,0.03509226813912392,0.014497079886496067,0.004237193148583174,1.5272136124622193e-06,2.0151790067757247e-06,0.07967459410429001,0.10958029329776764,0.12411676347255707,0.168569415807724,0.0064120059832930565,0.40903666615486145,0.41500139236450195,0.00748054962605238,0.11700565367937088,0.1005772203207016,0.633090615272522,0.5139930844306946,0.01994919776916504,0.007718146778643131,0.007589152082800865,0.014444932341575623,0.20665641129016876,0.0010723737068474293,0.0002987548941746354,0.02008545957505703,0.046458546072244644,0.011849652975797653,0.014017979614436626,0.004681311547756195,6.897861021570861e-05,0.9177399277687073,0.9345701336860657,0.017111681401729584,0.041305869817733765,0.0009026276529766619,0.00038387998938560486,0.008576802909374237,0.049482908099889755,0.0025096044410020113,0.01198889035731554,0.5835621953010559,0.7753420472145081,0.009714814834296703,0.13933208584785461,0.24544267356395721,0.4441957175731659,4.967588211002294e-06,2.044791472144425e-05,14
1.8873663520935224e-07,0.1847132295370102,0.1209118515253067,0.00434474740177393,0.015870604664087296,0.004401828162372112,6.811452749388991e-06,2.2194516446916168e-08,6.7200351949736614e-09,0.19089552760124207,0.3617388606071472,0.09574543684720993,0.12407354265451431,0.06593221426010132,0.11770126223564148,0.107315793633461,0.07483232021331787,0.14487224817276,0.14551737904548645,0.6016178131103516,0.6395586133003235,0.008924215100705624,0.0005416728090494871,1.8232791262562387e-05,0.00712854927405715,0.002550858072936535,1.8503495084587485e-05,0.0009279467631131411,0.0008156721014529467,0.017506735399365425,0.00417852820828557,0.0014274102868512273,0.000865594542119652,0.06390008330345154,0.00018999820167664438,3.511897011776455e-05,0.002162580145522952,0.049737993627786636,0.166630819439888,2.4259315978270024e-06,0.015868496149778366,0.0024845649022608995,0.11674632877111435,0.0065667275339365005,8.844661351758987e-05,9.372999920742586e-05,0.018925070762634277,0.00013808753283228725,1.8390253899269737e-05,7.196003571152687e-05,8.56739887922231e-08,1.8763950393463347e-08,15
3.675033610761602e-07,1.969074219232425e-05,1.0488192856428213e-05,0.7798482179641724,0.9605545997619629,0.9380859732627869,0.00014328950783237815,1.0733577937571681e-06,1.6633218820061302e-06,0.002941317856311798,0.0007859804318286479,0.2020687609910965,0.22861959040164948,0.05257684737443924,0.16578800976276398,0.12010784447193146,0.014550148509442806,0.05124708265066147,0.037702254951000214,0.03868522867560387,0.010526920668780804,0.20844869315624237,0.44221800565719604,0.0002472366613801569,0.00526203541085124,0.5835138559341431,0.004234439227730036,0.002670240355655551,0.008223071694374084,0.018993109464645386,0.00013212447811383754,0.00017619055870454758,0.02001943811774254,0.0010461864294484258,0.10150791704654694,0.1085512563586235,0.01286790706217289,0.024122511968016624,0.04374489560723305,0.0015485287876799703,0.005645968485623598,0.01047305017709732,0.0017844949616119266,0.01247125118970871,0.00042982547893188894,0.00037838119897060096,0.00028307712636888027,0.001587206730619073,0.0035105389542877674,0.0031378846615552902,7.519293831137475e-06,1.0703801081035635e-06,16
3.8332049712153093e-07,2.641103128553368e-05,2.051594856311567e-05,0.937223494052887,0.9034463167190552,0.8282613754272461,0.0015119892777875066,2.972850097648916e-06,7.17385410098359e-06,0.008186062797904015,0.008215157315135002,0.5346723198890686,0.5857478380203247,0.1875407099723816,0.26665908098220825,0.045674361288547516,0.018050409853458405,0.037560246884822845,0.017952583730220795,0.08223144710063934,0.0814933180809021,0.2047070413827896,0.21171951293945312,0.005454168654978275,0.008267901837825775,0.6848398447036743,0.007492376491427422,0.0005275873118080199,0.02508469484746456,0.07528775185346603,0.10850487649440765,0.1291763186454773,0.005821270868182182,0.0001891535212052986,0.8867260217666626,0.819555938243866,0.008187290281057358,0.0348312146961689,0.0007276883698068559,0.00019309383060317487,0.004409524612128735,0.033006664365530014,0.0005548830376937985,0.00315721589140594,0.10620434582233429,0.17878535389900208,0.1359894722700119,0.265516072511673,0.019997676834464073,0.06882183998823166,1.1757152606151067e-05,6.601919722015737e-06,17
3.354028024205036e-07,0.0020228473003953695,0.003921921830624342,0.07014606893062592,0.624786376953125,0.3566378653049469,0.00015920752775855362,6.340266054394306e-07,1.0998223842761945e-06,0.0036828191950917244,0.001000492018647492,0.05131717398762703,0.06450057774782181,0.07315637916326523,0.06219874694943428,0.051159076392650604,0.08149971067905426,0.2178242802619934,0.17084142565727234,0.062156300991773605,0.0064870212227106094,0.21191196143627167,0.24908505380153656,0.00021287717390805483,0.013741073198616505,0.8303393125534058,0.011221951805055141,0.0003338894166518003,0.004034094046801329,0.12431669235229492,0.000586333277169615,0.0008483430137857795,0.07716480642557144,0.0005517911049537361,0.5606865882873535,0.3948417603969574,0.0001565785933053121,0.007414540741592646,0.5297497510910034,0.0024596364237368107,0.004746404476463795,0.012536806054413319,0.001776363467797637,0.04235963523387909,1.899467133625876e-05,7.43814671295695e-05,1.8761138562695123e-05,0.0013282240834087133,0.0017684308113530278,0.005896925460547209,1.6006608348106965e-05,2.470899516993086e-06,18
7.31951388388552e-07,3.237934288335964e-05,1.8413120415061712e-05,0.8334869146347046,0.7950690388679504,0.5604848861694336,1.1074268513766583e-05,3.4302448170819844e-07,2.443402706830966e-07,0.12422716617584229,0.16406436264514923,0.34967079758644104,0.33455631136894226,0.02036289870738983,0.21118637919425964,0.20473885536193848,0.02338494174182415,0.03839913383126259,0.02500077337026596,0.2797582149505615,0.17831359803676605,0.010027515701949596,0.006188498809933662,1.1959383300563786e-05,0.0015432457439601421,0.0038131210021674633,3.608266342780553e-05,0.00043571481364779174,0.012547342106699944,0.028807317838072777,0.0005615753470920026,0.0005537146353162825,8.943962166085839e-05,0.0008599540451541543,6.828708865214139e-05,4.510060898610391e-05,0.04442913830280304,0.058363478630781174,0.004584146663546562,0.0049665276892483234,0.040036048740148544,0.01929311826825142,0.7348545789718628,0.09265387803316116,0.0005462488625198603,0.0003782066341955215,0.0011953521752730012,0.0007599442615173757,0.0007074138266034424,0.0013748304918408394,1.464706883780309e-06,1.817654009528269e-07,19
2.0978457087039715e-06,0.003137111896649003,0.004754120949655771,0.26147475838661194,0.12409557402133942,0.04943712800741196,7.973252650117502e-05,1.0141966413357295e-06,2.187394301245149e-07,0.17388790845870972,0.15208259224891663,0.1505148857831955,0.13412229716777802,0.03223991394042969,0.2130543738603592,0.19878804683685303,0.010405093431472778,0.0763222873210907,0.08465413749217987,0.49665382504463196,0.5808100700378418,0.003283419646322727,0.0036162592004984617,0.00024056807160377502,0.00040742664714343846,0.013415423221886158,9.805020818021148e-05,0.0014668978983536363,0.004206821788102388,0.006299529690295458,0.00022967351833358407,0.00020164837769698352,0.005081037525087595,0.00024976013810373843,0.004628535360097885,0.0052591110579669476,0.025920066982507706,0.0246592964977026,0.011739615350961685,0.0028238508384674788,0.004516150336712599,0.009718360379338264,0.003985252231359482,0.02081136405467987,0.6223593354225159,0.6259902715682983,0.005777808837592602,0.010223805904388428,0.03939669206738472,0.07012143731117249,1.1937023600694374e-06,1.1728579920600168e-06,1
5.97266364366078e-07,5.974133455310948e-05,1.93250562006142e-05,0.8500702381134033,0.7823814153671265,0.5835978984832764,0.0009310631430707872,5.999711447657319e-06,7.436757982759445e-07,0.23609447479248047,0.11034762859344482,0.5659910440444946,0.4701783061027527,0.21812668442726135,0.07860007137060165,0.0168051365762949,0.08166943490505219,0.010286117903888226,0.018453296273946762,0.28803637623786926,0.5819166898727417,0.003756454214453697,0.008521034382283688,0.004529169294983149,0.004377200733870268,0.24575014412403107,0.0008515302906744182,0.0015110702952370048,0.0032989569008350372,0.03752298653125763,0.00475311977788806,0.0035386220552027225,0.006288039032369852,0.0001442751381546259,0.6815080642700195,0.6225354075431824,0.007502836640924215,0.05419479310512543,0.00436753174290061,0.0008629410876892507,0.0043497090227901936,0.0059323860332369804,0.0009899497963488102,0.00921675655990839,0.1738031655550003,0.29429078102111816,0.05429159104824066,0.11115787923336029,0.09841256588697433,0.23342885076999664,4.501384410104947e-06,2.5416995867999503e-06,20
5.507325226972171e-07,2.316217614861671e-05,0.06388354301452637,0.36672940850257874,0.7315910458564758,0.008438190445303917,1.1140675269416533e-05,2.774642950953421e-07,9.185577027892577e-07,0.17453746497631073,0.15926484763622284,0.20915339887142181,0.18602359294891357,0.011885480023920536,0.2225620597600937,0.23569928109645844,0.02764655090868473,0.04381395876407623,0.06206502020359039,0.2822054922580719,0.46160203218460083,0.0034716043155640364,0.004237242974340916,3.937441942980513e-05,0.0019135762704536319,0.04901464655995369,0.0002595125406514853,0.011434719897806644,0.005006344523280859,0.0017577994149178267,0.0002648600784596056,0.0007196355727501214,0.00037041064933873713,0.001547836815007031,0.00039072916842997074,0.0004477887414395809,0.02165996842086315,0.026492027565836906,0.08560891449451447,0.001903482130728662,0.17973971366882324,0.22716978192329407,0.027909057214856148,0.0015288746217265725,4.954530140821589e-06,4.507768153416691e-06,5.892162516829558e-05,0.002729890402406454,3.7899774270044873e-06,3.7946647353237495e-06,7.671274033782538e-07,4.505643858010444e-07,21
